example_id                                                           | status | run_time        |
-------------------------------------------------------------------- | ------ | --------------- |
./spec/cli/command_parser_spec.rb[1:1:1]                             | passed | 0.00853 seconds |
./spec/cli/command_parser_spec.rb[1:1:2]                             | passed | 0.00029 seconds |
./spec/cli/command_parser_spec.rb[1:1:3]                             | passed | 0.00017 seconds |
./spec/cli/command_parser_spec.rb[1:1:4]                             | passed | 0.00023 seconds |
./spec/cli/command_parser_spec.rb[1:1:5]                             | passed | 0.00023 seconds |
./spec/cli/command_spec.rb[1:1:1]                                    | passed | 0.00232 seconds |
./spec/cli/command_spec.rb[1:1:2]                                    | passed | 0.00053 seconds |
./spec/cli/command_spec.rb[1:1:3]                                    | passed | 0.00131 seconds |
./spec/cli/config_spec.rb[1:1:1]                                     | passed | 0.00183 seconds |
./spec/cli/config_spec.rb[1:2:1]                                     | passed | 0.00119 seconds |
./spec/cli/config_spec.rb[1:3:1]                                     | passed | 0.00077 seconds |
./spec/cli/config_spec.rb[1:3:2]                                     | passed | 0.00118 seconds |
./spec/cli/config_spec.rb[1:3:3]                                     | passed | 0.0017 seconds  |
./spec/cli/config_spec.rb[1:3:4]                                     | passed | 0.001 seconds   |
./spec/cli/config_spec.rb[1:3:5]                                     | passed | 0.00124 seconds |
./spec/cli/config_spec.rb[1:3:6]                                     | passed | 0.00199 seconds |
./spec/cli/config_spec.rb[1:3:7]                                     | passed | 0.00129 seconds |
./spec/cli/config_spec.rb[1:3:8]                                     | passed | 0.00104 seconds |
./spec/cli/config_spec.rb[1:3:9]                                     | passed | 0.00128 seconds |
./spec/cli/config_spec.rb[1:3:10]                                    | passed | 0.00102 seconds |
./spec/cli/config_spec.rb[1:4:1]                                     | passed | 0.00086 seconds |
./spec/cli/config_spec.rb[1:4:2]                                     | passed | 0.00121 seconds |
./spec/cli/config_spec.rb[1:4:3]                                     | passed | 0.00087 seconds |
./spec/cli/config_spec.rb[1:4:4]                                     | passed | 0.00107 seconds |
./spec/cli/config_spec.rb[1:4:5]                                     | passed | 0.00111 seconds |
./spec/cli/config_spec.rb[1:4:6]                                     | passed | 0.00135 seconds |
./spec/cli/config_spec.rb[1:4:7]                                     | passed | 0.00172 seconds |
./spec/cli/config_spec.rb[1:4:8]                                     | passed | 0.00116 seconds |
./spec/cli/config_spec.rb[1:4:9]                                     | passed | 0.00112 seconds |
./spec/cli/config_spec.rb[1:4:10]                                    | passed | 0.00129 seconds |
./spec/cli/diff_spec.rb[1:1:1]                                       | passed | 0.00109 seconds |
./spec/cli/diff_spec.rb[1:2:1]                                       | passed | 0.03241 seconds |
./spec/cli/diff_spec.rb[1:2:2]                                       | passed | 0.00622 seconds |
./spec/cli/diff_spec.rb[1:2:3]                                       | passed | 0.01906 seconds |
./spec/cli/diff_spec.rb[1:2:4]                                       | passed | 0.01187 seconds |
./spec/cli/diff_spec.rb[1:2:5]                                       | passed | 0.00693 seconds |
./spec/cli/diff_spec.rb[1:2:6]                                       | passed | 0.00634 seconds |
./spec/cli/diff_spec.rb[1:3:1]                                       | passed | 0.04691 seconds |
./spec/cli/diff_spec.rb[1:3:2]                                       | passed | 0.00134 seconds |
./spec/cli/diff_spec.rb[1:3:3]                                       | passed | 0.00288 seconds |
./spec/cli/diff_spec.rb[1:3:4]                                       | passed | 0.00163 seconds |
./spec/cli/diff_spec.rb[1:3:5]                                       | passed | 0.00147 seconds |
./spec/cli/diff_spec.rb[1:3:6]                                       | passed | 0.0011 seconds  |
./spec/cli/display_spec.rb[1:1]                                      | passed | 0.01549 seconds |
./spec/cli/display_spec.rb[1:2]                                      | passed | 0.06107 seconds |
./spec/cli/display_spec.rb[1:3]                                      | passed | 0.0349 seconds  |
./spec/cli/gems_spec.rb[1:1:1]                                       | passed | 0.00181 seconds |
./spec/cli/gems_spec.rb[1:1:2]                                       | passed | 0.00111 seconds |
